"";"X";"Beam";"src_fil";"int_build";"beam_pair";"l2b_quality_flag1";"PAI";"cover";"FHD";"pai_z1";"pai_z2";"pai_z3";"pai_z4";"pai_z5";"pai_z6";"pai_z7";"pai_z8";"pavd_z1";"pavd_z2";"pavd_z3";"pavd_z4";"pavd_z5";"pavd_z6";"pavd_z7";"pavd_z8";"cover_z1";"cover_z2";"cover_z3";"cover_z4";"cover_z5";"cover_z6";"cover_z7";"cover_z8";"is_bajo"
"1153";1153;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;0,467735588550568;0,208528161048889;1,63193929195404;0,467735588550568;0,0291418861597776;0;0;0;0;0;0;0,087718740105629;0,0467735603451729;0,00291418866254389;0;0;0;0;0;0,208528161048889;0,0144652770832181;0;0;0;0;0;0;1
"1154";1154;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;0,874954164028168;0,354320138692856;1,90790903568268;0,874954164028168;0,223065391182899;0;0;0;0;0;0;0,130377754569054;0,0874954164028168;0,0223065391182899;0;0;0;0;0;0,354320138692856;0,10553652048111;0;0;0;0;0;0;1
"1155";1155;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,17949450016022;0,445505291223526;2,06638169288635;1,17949450016022;0,44143134355545;0,00416851602494717;0;0;0;0;0;0,147612631320953;0,117532595992088;0,0441431328654289;0,000416851602494717;0;0;0;0;0,445505291223526;0,198050484061241;0,00208208709955215;0;0;0;0;0;1
"1156";1156;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,41391968727112;0,506822407245636;2,38556814193726;1,41391968727112;0,865955650806427;0,106144391000271;0;0;0;0;0;0,10959280282259;0,130777522921562;0,0865955650806427;0,0106144398450851;0;0;0;0;0,506822407245636;0,351408869028091;0,0516881421208382;0;0;0;0;0;0
"1157";1157;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;49;1;1,72748041152954;0,578368365764618;2,6624801158905;1,72748041152954;1,12254118919373;0,4489865899086;0,00293703936040401;0;0;0;0;0,120987839996815;0,127849385142326;0,111960418522358;0,04489865899086;0,0002937039535027;0;0;0;0,578368365764618;0,429491102695465;0,201074063777924;0,00146744179073721;0;0;0;0;0
"1158";1158;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;49;1;1,74800610542297;0,582671999931335;2,55307769775391;1,74800610542297;1,37798452377319;0,535584151744843;0,00744162499904633;0;0;0;0;0,0740043148398399;0,121242195367813;0,137054294347763;0,0535584129393101;0,000744162476621568;0;0;0;0,582671999931335;0,497883230447769;0,234926238656044;0,003713897196576;0;0;0;0;0
"1159";1159;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;50;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1160";1160;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;51;0;1,70028638839722;0,572598099708557;2,56715893745422;1,70028638839722;1,00724267959595;0,277253568172455;0;0;0;0;0;0,138608738780022;0,142303287982941;0,100724264979362;0,0277253575623035;0;0;0;0;0,572598099708557;0,395640820264816;0,129445120692253;0;0;0;0;0;0
"1161";1161;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;50;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1162";1162;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;51;0;1,83329749107361;0,600089430809021;2,42634892463684;1,83329749107361;0,980349898338318;0,180096432566643;0;0;0;0;0;0,17058952152729;0,165320113301277;0,098034992814064;0,0180096440017223;0;0;0;0;0,600089430809021;0,387460708618164;0,0861120000481606;0;0;0;0;0;0
"1163";1163;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;52;0;1,54415345191956;0,537905812263489;2,4891095161438;1,54415345191956;1,03768873214722;0,177269160747528;0;0;0;0;0;0,101292945444584;0,136688426136971;0,10376887768507;0,0177269149571657;0;0;0;0;0,537905812263489;0,40476992726326;0,0848192125558853;0;0;0;0;0;0
"1164";1164;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;52;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1165";1165;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1166";1166;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"1167";1167;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"1168";1168;"BEAM0110";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1169";1169;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,67530536651611;0,567248642444611;2,51036238670349;1,67530536651611;1,21620404720306;0,377036303281784;0,0019026902737096;0;0;0;0;0,0918202623724937;0,129826903343201;0,121430136263371;0,0377036295831203;0,00019026902737096;0;0;0;0,567248642444611;0,455600917339325;0,171812519431114;0,000950892688706517;0;0;0;0;0
"1170";1170;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,78465819358826;0,590270757675171;2,40804052352905;1,78465819358826;1,28349220752716;0,207901537418365;0;0;0;0;0;0,100233182311058;0,157675668597221;0,128349229693413;0,0207901541143656;0;0;0;0;0,590270757675171;0,473610073328018;0,0987296849489212;0;0;0;0;0;0
"1171";1171;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;2,19402408599854;0,666094362735748;2,42567491531372;2,19402408599854;1,58215975761414;0,294494479894638;0;0;0;0;0;0,122372880578041;0,189952969551086;0,158215969800949;0,0294494479894638;0;0;0;0;0,666094362735748;0,546620905399323;0,136918172240257;0;0;0;0;0;0
"1172";1172;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,61698257923126;0,554445385932922;2,4184296131134;1,61698257923126;0,939598441123962;0,155819922685623;0;0;0;0;0;0,135476842522621;0,146116271615028;0,0939598381519318;0,0155819924548268;0;0;0;0;0,554445385932922;0,374861806631088;0,0749519169330597;0;0;0;0;0;0
"1173";1173;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1174";1174;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;2,41393327713013;0,700853228569031;2,44876194000244;2,41393327713013;1,63527846336365;0,369533330202103;0;0;0;0;0;0,155730992555618;0,204439997673035;0,163527846336365;0,0369533337652683;0;0;0;0;0,700853228569031;0,558502018451691;0,168699830770493;0;0;0;0;0;0
"1175";1175;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,58484089374542;0,547228217124939;2,45713710784912;1,58484089374542;1,31190037727356;0,395187199115753;0;0;0;0;0;0,0545880906283855;0,118965364992619;0,131190046668053;0,0395187214016914;0;0;0;0;0,547228217124939;0,481033235788345;0,179294481873512;0;0;0;0;0;0
"1176";1176;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;2,00319290161133;0,632673442363739;2,37914752960205;2,00319290161133;1,58342337608337;0,315854638814926;0;0;0;0;0;0,0839539095759392;0,168733820319176;0,158342331647873;0,0315854623913765;0;0;0;0;0,632673442363739;0,546907246112823;0,14608670771122;0;0;0;0;0;0
"1177";1177;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1178";1178;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1179";1179;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1180";1180;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1181";1181;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1182";1182;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1183";1183;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1184";1184;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"1185";1185;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;2,3128981590271;0,685357451438904;2,45199179649353;2,3128981590271;1,17906105518341;0,299552142620087;0;0;0;0;0;0,226767405867577;0,201334595680237;0,117906108498573;0,0299552138894796;0;0;0;0;0,685357451438904;0,445397257804871;0,139097958803177;0;0;0;0;0;1
"1186";1186;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"1187";1187;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1188";1188;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1189";1189;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1190";1190;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;0,338473260402679;0,155689269304276;2,19542145729065;0,338473260402679;0,193123355507851;0;0;0;0;0;0;0,0290699768811464;0,0338473245501518;0,0193123370409012;0;0;0;0;0;0,155689269304276;0,0920455455780029;0;0;0;0;0;0;0
"1191";1191;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;0,80913633108139;0,332727044820786;2,48964738845825;0,80913633108139;0,638181507587433;0,207820072770119;0;0;0;0;0;0,0341909602284431;0,060131624341011;0,0638181492686272;0,0207820069044828;0;0;0;0;0,332727044820786;0,273185133934021;0,0986929759383202;0;0;0;0;0;0
"1192";1192;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;1,75612711906433;0,584384977817535;2,48915219306946;1,75612711906433;0,941692531108856;0,221157550811768;0;0;0;0;0;0,162886917591095;0,153496965765953;0,0941692590713501;0,0221157558262348;0;0;0;0;0,584384977817535;0,375515997409821;0,104683473706245;0;0;0;0;0;0
"1193";1193;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,56622910499573;0,542995750904083;2,58672523498535;1,56622910499573;1,3014554977417;0,568441271781921;0,0248687863349915;0;0;0;0;0,0529547035694122;0,0997787788510323;0,127658680081367;0,0568441227078438;0,00248687854036689;0;0;0;0,542995750904083;0,478316217660904;0,247395113110542;0,0123573951423168;0;0;0;0;0
"1194";1194;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;2,43961524963379;0,704668879508972;2,51286602020264;2,43961524963379;1,54079103469849;0,392648041248322;0;0;0;0;0;0,179764866828918;0,204696729779243;0,154079094529152;0,0392648056149483;0;0;0;0;0,704668879508972;0,537146866321564;0,178251907229424;0;0;0;0;0;0
"1195";1195;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;53;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1196";1196;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;53;0;0,579973757266998;0,251722157001495;1,55913269519806;0,579973757266998;0,00923241302371025;0;0;0;0;0;0;0,114148266613483;0,0579973720014095;0,000923241314012557;0;0;0;0;0;0,251722157001495;0,00460556661710143;0;0;0;0;0;0;0
"1197";1197;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;2,03216409683228;0,637954890727997;2,56422591209412;2,03216409683228;1,31401062011719;0,370137572288513;0;0;0;0;0;0,143630713224411;0,166202664375305;0,131401062011719;0,0370137579739094;0;0;0;0;0,637954890727997;0,481580436229706;0,16895093023777;0;0;0;0;0;0
"1198";1198;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1199";1199;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1200";1200;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1201";1201;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1202";1202;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1203";1203;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1204";1204;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1205";1205;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1206";1206;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,4080171585083;0,505381166934967;2,11837315559387;1,4080171585083;0,760772109031677;0,00131228705868125;0;0;0;0;0;0,129449009895325;0,140670478343964;0,0760772079229355;0,000131228705868125;0;0;0;0;0,505381166934967;0,316395312547684;0,000655928277410567;0;0;0;0;0;1
"1207";1207;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,71199321746826;0,575113296508789;2,42592525482178;1,71199321746826;1,02779877185822;0,185146078467369;0;0;0;0;0;0,136838883161545;0,152684718370438;0,102779880166054;0,0185146071016788;0;0;0;0;0,575113296508789;0,401829332113266;0,0884168520569801;0;0;0;0;0;1
"1208";1208;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,91820168495178;0,616730749607086;2,47026348114014;1,91820168495178;1,3509601354599;0,336251527070999;0;0;0;0;0;0,113448314368725;0,158195018768311;0,13509601354599;0,0336251519620419;0;0;0;0;0,616730749607086;0,491069048643112;0,154750853776932;0;0;0;0;0;0
"1209";1209;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,81415784358978;0,596268773078918;2,54097890853882;1,81415784358978;1,40533578395844;0,403591156005859;0,0128631917759776;0;0;0;0;0,0817644149065018;0,141056671738625;0,139247253537178;0,0403591170907021;0,00128631922416389;0;0;0;0,596268773078918;0,504717648029327;0,182735741138458;0,0064109549857676;0;0;0;0;0
"1210";1210;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"1211";1211;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,82842910289764;0,599138796329498;2,57695126533508;1,82842910289764;1,4955747127533;0,624530732631683;0,0123596787452698;0;0;0;0;0,066570870578289;0,120389841496944;0,148321509361267;0,0624530725181103;0,00123596785124391;0;0;0;0,599138796329498;0,52656501531601;0,268207579851151;0,00616078078746796;0;0;0;0;0
"1212";1212;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,82811975479126;0,599076807498932;2,57727575302124;1,82811975479126;1,51872479915619;0,679931998252869;0,0106546189635992;0;0;0;0;0,0618790090084076;0,114818774163723;0,15080700814724;0,067993201315403;0,00106546189635992;0;0;0;0,599076807498932;0,532012641429901;0,288199573755264;0,00531314313411713;0;0;0;0;0
"1213";1213;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,94421815872192;0,621683061122894;2,46658253669739;1,94421815872192;1,63251042366028;0,498501062393188;0,0107831219211221;0;0;0;0;0,0623415485024452;0,144571706652641;0,162172719836235;0,0498501062393188;0,00107831216882914;0;0;0;0,621683061122894;0,557890653610229;0,220611929893494;0,00537705048918724;0;0;0;0;0
"1214";1214;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,58269011974335;0,546741127967834;2,33758425712585;1,58269011974335;0,97114086151123;0,10076579451561;0;0;0;0;0;0,122309841215611;0,148192420601845;0,097114086151123;0,0100765796378255;0;0;0;0;0,546741127967834;0,384642899036407;0,0491345711052418;0;0;0;0;0;0
"1215";1215;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,79930174350739;0,593259215354919;2,47070980072021;1,79930174350739;1,19289374351501;0,227488860487938;0;0;0;0;0;0,12128160148859;0,157181292772293;0,119289375841618;0,0227488856762648;0;0;0;0;0,593259215354919;0,449219405651093;0,107513211667538;0;0;0;0;0;0
"1216";1216;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,88292837142944;0,609912574291229;2,48004794120789;1,88292837142944;1,352126121521;0,283448964357376;0;0;0;0;0;0,106160447001457;0,159947946667671;0,135212615132332;0,0283448956906796;0;0;0;0;0,609912574291229;0,491365641355515;0,13213849067688;0;0;0;0;0;0
"1217";1217;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,88570094108582;0,610452890396118;2,46130514144897;1,88570094108582;1,41224253177643;0,323197692632675;0,00240606116130948;0;0;0;0;0,0946916788816452;0,156250327825546;0,140983656048775;0,0323197692632675;0,000240606124862097;0;0;0;0,610452890396118;0,506424903869629;0,149216070771217;0,00120230717584491;0;0;0;0;0
"1218";1218;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,83603346347809;0,600659787654877;2,44357943534851;1,83603346347809;1,46627473831177;0,450363129377365;0;0;0;0;0;0,0739517360925674;0,13856703042984;0,146627470850945;0,0450363121926785;0;0;0;0;0,600659787654877;0,519579112529755;0,20162595808506;0;0;0;0;0;0
"1219";1219;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,81075263023376;0,595580875873566;2,41474962234497;1,81075263023376;1,44549870491028;0,339633643627167;0,00406671268865466;0;0;0;0;0,0730507969856262;0,147111907601357;0,14414319396019;0,0339633636176586;0,000406671257223934;0;0;0;0,595580875873566;0,514563143253326;0,15617898106575;0,00203129020519555;0;0;0;0;0
"1220";1220;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,62555980682373;0,556351780891418;2,36211943626404;1,62555980682373;0,940074861049652;0,118760250508785;0;0;0;0;0;0,137097001075745;0,150679960846901;0,0940074846148491;0,011876025237143;0;0;0;0;0,556351780891418;0,375010699033737;0,0576512925326824;0;0;0;0;0;0
"1221";1221;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,88798463344574;0,610897302627563;2,49266314506531;1,88798463344574;1,39028990268707;0,372058987617493;0;0;0;0;0;0,0995389521121979;0,151592567563057;0,139028981328011;0,0372058972716331;0;0;0;0;0,610897302627563;0,500978112220764;0,169748932123184;0;0;0;0;0;0
"1222";1222;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,7149258852005;0,575735807418823;2,44000053405762;1,7149258852005;1,16039848327637;0,234340190887451;0;0;0;0;0;0,110905475914478;0,14805856347084;0,116039849817753;0,0234340187162161;0;0;0;0;0,575735807418823;0,440198391675949;0,110565297305584;0;0;0;0;0;0
"1223";1223;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,47756791114807;0,522283792495728;2,43500876426697;1,47756791114807;1,01664459705353;0,17595736682415;0;0;0;0;0;0,0921846553683281;0,130161046981812;0,101664461195469;0,0175957381725311;0;0;0;0;0,522283792495728;0,398484230041504;0,0842191353440285;0;0;0;0;0;0
"1224";1224;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,66637289524078;0,565311908721924;2,42903780937195;1,66637289524078;1,1528068780899;0,211806505918503;0;0;0;0;0;0,102713204920292;0,14545664191246;0,115280695259571;0,0211806502193213;0;0;0;0;0,565311908721924;0,438069671392441;0,100487664341927;0;0;0;0;0;0
"1225";1225;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,89518415927887;0,612295210361481;2,40437483787537;1,89518415927887;1,20951950550079;0,164011672139168;0;0;0;0;0;0,137132912874222;0,173117250204086;0,120951950550079;0,0164011679589748;0;0;0;0;0,612295210361481;0,45377853512764;0,0787330120801926;0;0;0;0;0;0
"1226";1226;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,54749941825867;0,538696527481079;2,38147377967834;1,54749941825867;1,14107298851013;0,212061822414398;0;0;0;0;0;0,0812852904200554;0,133543759584427;0,114107303321362;0,0212061814963818;0;0;0;0;0,538696527481079;0,434763491153717;0,100602485239506;0;0;0;0;0;0
"1227";1227;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";2;54;1;1,92742717266083;0,618494212627411;2,59950280189514;1,92742717266083;1,43113231658936;0,583477973937988;0,00466227205470204;0;0;0;0;0,0992589592933655;0,134394913911819;0,142647013068199;0,0583477951586246;0,00046622721129097;0;0;0;0,618494212627411;0,511064112186432;0,253031998872757;0,00232842075638473;0;0;0;0;0
"1228";1228;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;54;1;1,93792343139648;0,620490729808807;2,59013223648071;1,93792343139648;1,52356779575348;0,579946458339691;0,00699790334329009;0;0;0;0;0,0828711315989494;0,135797694325447;0,151656985282898;0,0579946450889111;0,000699790311045945;0;0;0;0,620490729808807;0,533144295215607;0,251711934804916;0,00349283660762012;0;0;0;0;0
"1229";1229;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,94611370563507;0,622041344642639;2,70493817329407;1,94611370563507;1,55655241012573;0,684983968734741;0,0725424662232399;0;0;0;0;0,0779122561216354;0,126112967729568;0,148400992155075;0,068498395383358;0,00725424662232399;0;0;0;0,622041344642639;0,540779590606689;0,289995163679123;0,0356212332844734;0;0;0;0;0
"1230";1230;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,82231104373932;0,597910940647125;2,5912389755249;1,82231104373932;1,43951094150543;0,656509637832642;0,00639946991577744;0;0;0;0;0,0765600278973579;0,1165801435709;0,143311142921448;0,065650962293148;0,000639946956653148;0;0;0;0,597910940647125;0,51310783624649;0,279814928770065;0,00319462059997022;0;0;0;0;0
"1231";1231;"BEAM1000";"GEDI02_A_2019161153045_O02792_T00413_02_001_01.h5";0;0;1;1,88912284374237;0,611118614673615;2,56925845146179;1,88912284374237;1,36906683444977;0,49757906794548;0,00471723917871714;0;0;0;0;0,104011200368404;0,139154374599457;0,136434957385063;0,0497579090297222;0,000471723906230181;0;0;0;0,611118614673615;0,495655208826065;0,220252573490143;0,00235583982430398;0;0;0;0;0
